Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
1490,574981,1195310188,1199341717,1193965076,682764
1490,576621,1195374324,1199343026,1193965683,682827
1490,576836,1195375756,1199357619,1193966047,682839
1491,577330,1195375993,1199357726,1193966223,682871
1493,577823,1195377144,1199362052,1193966444,682876
1493,578407,1195377608,1199387023,1193966683,682878
1494,579103,1195378054,1199387830,1193967028,682881
1494,580057,1195379382,1199388124,1193967268,682883
1494,580577,1195379844,1199388315,1193967435,682886
1494,581375,1195380220,1199388758,1193967621,682923
1495,582098,1195380705,1199388849,1193968032,682933
1495,582904,1195381131,1199389183,1193969558,682968
1496,583903,1195381937,1199390116,1193970376,682983
1498,585370,1195382662,1199390199,1193972909,683010
1498,586314,1195383719,1199390295,1193975055,683118
1498,587205,1195384900,1199390436,1194001275,683129
1498,590164,1195385186,1199390901,1194116709,683148
1499,592551,1195386769,1199391234,1194117004,683176
1500,592551,1195386890,1199391352,1194117107,683179
1500,593983,1195387884,1199391472,1194118794,683185
1501,594823,1195388079,1199392223,1194118902,683191
1501,596354,1195389416,1199393041,1194120011,683193
1501,596702,1195390448,1199394052,1194127448,683228
1502,597937,1195393575,1199394160,1194127538,683233
1502,601182,1195483227,1199394348,1194132401,683287
1502,602639,1195483438,1199395399,1194136265,683291
1504,602639,1195484245,1199397281,1194141239,683307
1504,603994,1195484656,1199397513,1194142004,683315
1504,604741,1195484737,1199397554,1194144074,683319
1505,605174,1195484954,1199414505,1194144311,683321
1505,605488,1195487350,1199415366,1194145259,683399
1505,607288,1195490087,1199415586,1194145374,683417
1505,608682,1195522784,1199415691,1194148608,683419
1507,609477,1195531140,1199415806,1194148938,683432
1508,612038,1195532260,1199415925,1194151963,683444
1509,613380,1195535993,1199416153,1194152477,683467
1509,617477,1195540670,1199427983,1194209114,683550
1509,618607,1195604102,1199428589,1194211161,683612
1509,619419,1195605820,1199429205,1194217477,683613
1509,620408,1195606232,1199471832,1194222131,683617
1510,621523,1195607458,1199472042,1194227723,683623
1510,621523,1195621585,1199472232,1194227874,683657
1510,621523,1195622023,1199472394,1194228087,683720
1510,622777,1195622502,1199472550,1194277962,683735
1511,624108,1195625195,1199485150,1194289648,683740
1511,625293,1195627400,1199485894,1194303933,683749
1511,626917,1195628628,1199486580,1194304159,683754
1512,627774,1195628986,1199487463,1194371317,683758
1512,628523,1195629111,1199487847,1194371883,683774
1513,629117,1195634812,1199488107,1194372315,683776
1514,631612,1195635022,1199488188,1194375421,683789
1514,632809,1195635105,1199488247,1194375753,683822
1515,633970,1195646166,1199488306,1194376607,683834
1515,634572,1195694583,1199488772,1194377020,683835
1516,635939,1195695152,1199489366,1194377242,683841
1516,637050,1195708673,1199489660,1194377551,683852
1516,638168,1195710028,1199490573,1194378233,683899
1517,638946,1195713782,1199498126,1194378914,683981
1518,640662,1195714968,1199499671,1194379282,684004
1518,641311,1195717094,1199505452,1194379384,684066
1520,642630,1195718602,1199505684,1194379579,684104
1520,642780,1195719010,1199515343,1194380480,684107
1520,643420,1195719605,1199515454,1194380824,684114
1522,644340,1195719737,1199516155,1194381387,684144
1522,644340,1195723442,1199520493,1194381472,684177
1523,645854,1195724362,1199557910,1194382534,684214
1524,646707,1195724817,1199558105,1194383145,684292
1527,647262,1195725849,1199558200,1194386174,684300
1530,648805,1195727878,1199558269,1194386676,684305
1530,649710,1195729378,1199588838,1194400368,684312
1531,650021,1195731476,1199589580,1194450509,684396
1531,651458,1195800100,1199649639,1194451743,684408
1535,651458,1195800899,1199652148,1194453309,684432
1536,651458,1195800998,1199652827,1194453764,684436
1537,653085,1195802982,1199653093,1194456770,684514
1538,653806,1195804256,1199653363,1194457130,684549
1538,655780,1195804849,1199653767,1194464886,684554
1539,656515,1195813467,1199654365,1194465228,684599
1539,656778,1195815541,1199655013,1194465359,684602
1541,657254,1195818007,1199655151,1194466061,684691
1542,657478,1195818579,1199656234,1194470222,684706
1542,658170,1195819782,1199656443,1194475556,684712
1542,658474,1195821678,1199726192,1194486786,684721
1543,659648,1195863549,1199726576,1194489943,684766
1543,660860,1195864546,1199739828,1194493541,684844
1545,661602,1195865140,1199740242,1194552715,684884
1545,661975,1195867214,1199740788,1194554317,684897
1546,663325,1195868291,1199762722,1194554722,684931
1547,664424,1195870244,1199775344,1194554974,684957
1549,665539,1195885311,1199776411,1194556210,684966
1550,667471,1195885695,1199813556,1194556415,684973
1550,667942,1195886486,1199837441,1194557955,684974
1551,668519,1195886749,1199837842,1194575954,684981
1551,669154,1195887362,1199837967,1194576318,684982
1552,669797,1195887671,1199838229,1194577906,685030
1553,670828,1195887938,1199852372,1194578839,685048
1555,671424,1195888211,1199852610,1194579039,685114
1555,674241,1195889142,1199852828,1194623093,685128
1555,674793,1195890217,1199854106,1194623316,685138
1556,674793,1195891840,1199854554,1194627166,685145
1556,675934,1195894501,1199854672,1194627840,685174
1556,676638,1195895763,1199856834,1194628046,685342
1556,678075,1195896800,1199858728,1194630614,685357
1556,678731,1195897070,1199859315,1194630962,685424
1560,679435,1195897975,1199860052,1194635680,685505
1560,680946,1195916169,1199860812,1194635732,685628
1561,682700,1195916357,1199861932,1194637271,685704
1561,683753,1195921119,1199895451,1194640586,685708
1561,684478,1195922010,1199896030,1194641839,685709
1561,685152,1195959603,1199899488,1194642819,685739
1562,686062,1195962079,1199906948,1194642949,685807
1563,687220,1195962582,1199908248,1194643142,685853
1564,688566,1195963181,1199910419,1194643259,685855
1564,690129,1195963583,1199910925,1194643715,685949
1565,691097,1195965823,1199911358,1194644052,685959
1566,691561,1195967378,1199914490,1194644393,685962
1566,692754,1195967689,1199915146,1194644812,685973
1566,694324,1195968025,1199915772,1194645705,685978
1568,695653,1195968184,1199915860,1194645949,685980
1568,695765,1195968435,1199916119,1194646148,685983
1568,695887,1195968690,1199917199,1194647528,686011
1570,695979,1195968811,1199917385,1194647671,686021
1570,696088,1195968936,1199917872,1194648108,686041
1571,696186,1195969721,1199925252,1194648612,686048
1571,696280,1195975833,1199928892,1194649071,686058
1573,696736,1195977134,1199930173,1194649391,686080
1573,698797,1195978380,1199933941,1194649997,686101
1574,699597,1195978663,1199948166,1194650323,686150
1574,700826,1195978780,1199948354,1194650478,686156
1574,702034,1195978940,1199953942,1194650655,686178
1575,703167,1195979277,1199954067,1194651065,686195
1575,703167,1195979698,1199988574,1194651236,686211
1576,703167,1195979813,1199989558,1194651365,686247
1577,705316,1195980514,1199989867,1194651564,686345
1578,705316,1195980881,1199991027,1194651909,686371
1579,707557,1195980925,1199991311,1194652425,686386
1579,709013,1195981249,1199993928,1194652664,686396
1579,709423,1195981721,1199996241,1194652732,686484
1580,710158,1195982455,1199997366,1194653180,686485
1581,710828,1196100371,1199997874,1194653359,686495
1582,711261,1196111091,1200034539,1194656853,686501
1582,712210,1196127756,1200034937,1194657255,686524
1582,712781,1196127901,1200036609,1194657943,686635
1584,714635,1196128088,1200075981,1194658360,686671
1584,715170,1196128576,1200076024,1194658940,686693
1584,715611,1196128726,1200077182,1194659075,686758
1584,716169,1196188845,1200077195,1194660662,686842
1585,717485,1196189391,1200079497,1194660974,686849
1586,720279,1196200861,1200079558,1194661964,686864
1586,720279,1196201043,1200080410,1194662138,686868
1586,720953,1196202448,1200081892,1194663871,686870
1586,720953,1196202705,1200090738,1194702545,686872
1587,723630,1196202894,1200097010,1194704382,686879
1587,724211,1196205358,1200300228,1194704969,686881
1587,726282,1196272759,1200330853,1194705148,686895
1588,728357,1196294083,1200331768,1194705363,686918
1588,728806,1196294255,1200340810,1194705569,686939
1589,732593,1196296727,1200341074,1194705980,686966
1589,732999,1196300251,1200341736,1194706027,686971
1590,733443,1196300962,1200366074,1194708649,686979
1590,734873,1196301461,1200418109,1194711061,687018
1590,736327,1196356663,1200427805,1194719017,687083
1590,737315,1196357141,1200428198,1194719211,687099
1590,738224,1196364867,1200428379,1194736714,687128
1590,738730,1196364908,1200428825,1194737774,687136
1591,740298,1196373509,1200429085,1194738842,687154
1593,742050,1196381284,1200431341,1194740114,687192
1594,742816,1196469997,1200434717,1194740711,687194
1596,743466,1196470247,1200439447,1194741840,687227
1597,744388,1196470630,1200440788,1194744484,687229
1597,745158,1196471304,1200447135,1194745057,687235
1598,745946,1196472981,1200448454,1194745767,687257
1599,745946,1196474548,1200552496,1194749945,687271
1600,747144,1196532400,1200556963,1194750948,687273
1600,748202,1196533024,1200557140,1194752289,687276
1600,748945,1196533165,1200565062,1194753537,687300
1600,748945,1196545499,1200566069,1194753798,687303
1601,751452,1196545808,1200567550,1194790280,687305
1601,752408,1196566248,1200567902,1194791872,687330
1602,754400,1196567781,1200568959,1194792069,687332
1603,754783,1196569252,1200569329,1194793084,687359
1604,755130,1196569485,1200571003,1194793661,687396
1604,756912,1196570449,1200571400,1194795955,687401
1604,757687,1196571148,1200591535,1194797509,687453
1604,757929,1196572718,1200591771,1194797961,687597
1604,760745,1196574345,1200591919,1194803379,687599
1605,762237,1196575724,1200592385,1194803623,687642
1605,763403,1196576380,1200593060,1194804028,687647
1605,764376,1196577352,1200593756,1194804630,687654
1606,765207,1196583635,1200594028,1194804811,687680
1608,765207,1196585911,1200594828,1194804986,687732
1608,765207,1196586730,1200595056,1194805151,687739
1608,767201,1196588296,1200595459,1194805332,687834
1608,770678,1196589262,1200728150,1194805791,687888
1608,772265,1196589610,1200787477,1194806132,687938
1609,773532,1196589834,1200789801,1194806282,687973
1609,773975,1196590360,1200790110,1194816822,688050
1609,774376,1196591599,1200888687,1194817446,688051
1610,775072,1196592593,1200889258,1194818621,688132
1610,775565,1196593882,1200890607,1194819137,688270
1610,776963,1196666813,1200890990,1194819445,688331
1611,778290,1196668474,1200900598,1194820304,688351
1611,778821,1196668736,1200900911,1194820720,688436
1611,779777,1196669702,1200901036,1194821409,688445
1611,779988,1196670152,1200901167,1194824098,688462
1611,780066,1196670686,1200941699,1194899868,688482
1611,780291,1196671984,1200943735,1194901965,688486
1612,780370,1196672742,1200943818,1194904414,688510
1612,780592,1196673804,1200945082,1194904941,688521
1613,780800,1196674749,1200946800,1194909581,688525
1613,781308,1196674957,1200955835,1194909853,688537
1613,782389,1196675253,1200956193,1194911560,688548
1614,783105,1196675470,1200957613,1194913528,688584
1614,784160,1196675693,1200957711,1194914708,688616
1614,784856,1196676236,1200986142,1194916135,688617
1614,786066,1196676640,1200987276,1194919799,688641
1615,787020,1196676757,1200987677,1194920098,688646
1615,788054,1196677793,1200988024,1194920379,688652
1615,789206,1196677923,1200988347,1194920589,688690
1615,790262,1196678751,1200988749,1194920696,688699
1616,791539,1196679126,1200988876,1194927596,688705
1616,791539,1196679807,1200989943,1194929041,688708
1616,793079,1196680508,1201025172,1194930139,688710
1616,793996,1196680855,1201025804,1194930717,688778
1618,794312,1196722833,1201026654,1194930963,688808
1618,795085,1196724366,1201030776,1194964540,688829
1618,795777,1196724602,1201031251,1194964598,688840
1618,796836,1196726171,1201122004,1194965334,688848
1618,797809,1196727278,1201159932,1194967571,688892
1619,798845,1196729728,1201161031,1194968146,689098
1619,799982,1196732992,1201161821,1194968935,689102
1619,801110,1196733283,1201164195,1194969218,689130
1619,802702,1196754487,1201195447,1194977306,689258
1619,805221,1196755710,1201195690,1194977396,689279
1620,806656,1196757101,1201211320,1194977566,689310
1620,807191,1196757530,1201212837,1194977676,689349
1621,808567,1196757817,1201213956,1194979031,689365
1621,809604,1196758597,1201214581,1194979491,689375
1622,810745,1196759816,1201214894,1194979961,689384
1622,811493,1196760257,1201223861,1194980750,689465
1622,812749,1196760627,1201224997,1194981119,689489
1622,814962,1196760896,1201228853,1194981209,689499
1622,816267,1196761660,1201231273,1194981549,689535
1624,817278,1196762272,1201239623,1195008791,689555
1624,817793,1196762604,1201240002,1195009013,689559
1625,818271,1196763127,1201240117,1195009958,689562
1626,818518,1196763392,1201240723,1195010329,689572
1626,819107,1196764715,1201241941,1195010429,689602
1626,820016,1196765517,1201242069,1195015645,689663
1627,820765,1196766760,1201242587,1195054946,689673
1627,821721,1196767007,1201242897,1195081773,689747
1627,822959,1196767425,1201244646,1195139745,689755
1627,823853,1196767946,1201245340,1195139987,689833
1628,824225,1196768660,1201245493,1195140564,689841
1628,825342,1196769008,1201245665,1195140773,689854
1628,826468,1196769115,1201246454,1195141181,689894
1629,826468,1196769273,1201249810,1195141379,689909
1629,826468,1196770116,1201250878,1195141642,689952
1629,828197,1196770521,1201251580,1195145273,689958
1630,829195,1196770673,1201251629,1195145557,690102
1630,830095,1196812233,1201252266,1195145659,690148
1630,831691,1196812794,1201253060,1195146813,690165
1630,832293,1196813448,1201287841,1195152597,690184
1631,834471,1196813574,1201289954,1195155500,690192
1631,835574,1196813782,1201290188,1195156121,690203
1631,836888,1196814145,1201290884,1195156345,690228
1631,837413,1196815266,1201292335,1195160210,690252
1631,837753,1196815458,1201292590,1195161465,690280
1632,838472,1196816974,1201292743,1195162585,690292
1633,841019,1196817882,1201315625,1195170473,690359
1633,841474,1196817963,1201332545,1195170703,690513
1633,842478,1196818646,1201382672,1195171043,690645
1633,844964,1196818892,1201385910,1195171148,690664
1634,845683,1196819187,1201386953,1195172039,690702
1634,846481,1196819304,1201397209,1195173124,690780
1634,847631,1196819364,1201400366,1195174698,690794
1636,848433,1196819677,1201400764,1195175275,690826
1636,849673,1196833682,1201402369,1195176252,690859
1636,850237,1196834214,1201402522,1195176934,690897
1636,851894,1196834895,1201402583,1195177608,690962
1638,852406,1196836302,1201402900,1195177774,690984
1638,852870,1196836473,1201406954,1195177948,691016
1639,854047,1196836524,1201407980,1195178147,691107
1639,855186,1196836625,1201501050,1195179073,691121
1639,855186,1196837665,1201501812,1195179622,691129
1639,857019,1196837750,1201502179,1195179861,691140
1640,858436,1196838366,1201502659,1195179953,691162
1640,859397,1196839073,1201502982,1195181087,691164
